0;0;0;0;land;false;unknown;0
1;216;246;168;land;false;mountain;1
2;121;236;161;land;false;plains;1
3;185;149;202;land;false;marsh;1
4;196;115;252;land;false;marsh;1
5;214;153;143;land;false;plains;1
6;200;149;199;land;true;plains;1
7;210;198;243;land;false;marsh;1
8;252;129;141;land;false;jungle;1
9;193;245;237;land;true;marsh;1
10;185;155;249;land;false;plains;1
11;248;172;215;land;false;jungle;1
12;200;228;119;land;true;plains;1
13;204;224;85;land;false;plains;1
14;240;172;252;land;true;plains;1
15;88;238;205;land;false;hills;1
16;180;243;243;land;false;plains;1
17;85;226;207;land;false;jungle;1
18;201;208;231;land;false;mountain;1
19;83;246;178;land;false;plains;1
20;208;222;132;land;false;desert;1
21;246;187;204;land;true;mountain;1
22;85;241;204;land;false;marsh;1
23;206;63;239;land;false;plains;1
24;215;239;134;land;false;plains;1
25;138;142;224;land;false;desert;1
26;228;119;233;land;false;desert;1
27;245;226;201;land;true;marsh;1
28;80;185;251;land;false;marsh;1
29;246;184;213;land;true;plains;1
30;68;234;227;land;false;marsh;1
31;165;201;254;land;false;marsh;1
32;235;196;166;land;false;plains;1
33;147;253;159;land;true;plains;1
34;156;187;186;land;true;plains;1
35;142;118;246;land;false;desert;1
36;248;96;197;land;true;plains;1
37;192;133;227;land;false;plains;1
38;40;230;235;land;false;plains;1
39;204;178;226;land;false;jungle;1
40;247;197;234;land;false;marsh;1
41;112;227;211;land;false;hills;1
42;176;178;212;land;false;plains;1
43;122;228;213;land;false;jungle;1
44;192;195;137;land;false;plains;1
45;200;191;111;land;false;plains;1
46;169;175;190;land;false;marsh;1
47;224;159;134;land;false;plains;1
48;199;100;202;land;false;desert;1
49;128;196;213;land;false;plains;1
50;119;223;210;land;false;plains;1
51;169;217;241;land;true;desert;1
52;197;232;147;land;false;marsh;1
53;241;67;238;land;false;plains;1
54;213;210;156;land;true;plains;1
55;73;248;227;land;true;plains;1
56;226;174;200;land;false;plains;1
57;242;197;164;land;false;plains;1
58;165;234;229;land;false;mountain;1
59;184;236;227;land;false;marsh;1
60;246;198;58;land;false;desert;1
61;94;208;210;land;false;desert;1
62;109;220;203;land;true;marsh;1
63;157;243;193;land;true;mountain;1
64;89;252;249;land;false;desert;1
65;248;230;82;land;true;plains;1
66;241;188;230;land;true;plains;1
67;190;201;140;land;false;plains;1
68;148;242;178;land;false;marsh;1
69;233;226;148;land;false;jungle;1
70;218;209;152;land;true;plains;1
71;242;162;250;land;false;mountain;1
72;231;120;248;land;false;marsh;1
73;174;210;171;land;false;mountain;1
74;38;242;233;land;false;marsh;1
75;167;216;246;land;false;plains;1
76;166;133;205;land;false;plains;1
77;185;142;243;land;false;plains;1
78;203;243;177;land;true;jungle;1
79;205;252;106;land;false;plains;1
80;160;211;179;land;false;plains;1
81;251;58;249;land;false;plains;1
82;144;221;235;land;false;plains;1
83;236;233;141;land;false;plains;1
84;219;190;192;land;false;marsh;1
85;185;232;244;land;false;plains;1
86;246;177;143;land;false;desert;1
87;120;197;227;land;false;plains;1
88;238;237;244;land;true;desert;1
89;163;250;92;land;true;mountain;1
90;236;63;224;land;false;jungle;1
91;154;251;164;land;false;plains;1
92;238;175;113;land;false;plains;1
93;121;248;249;land;false;plains;1
94;172;172;189;land;false;desert;1
95;221;130;222;land;false;plains;1
96;149;180;236;land;false;marsh;1
97;244;209;156;land;true;plains;1
98;123;233;188;land;false;desert;1
99;240;108;185;land;true;marsh;1
100;202;252;183;land;false;plains;1
101;161;229;179;land;false;plains;1
102;233;175;106;land;false;plains;1
103;176;219;196;land;true;marsh;1
104;197;179;199;land;false;plains;1
105;253;247;181;land;false;plains;1
106;217;237;249;land;true;hills;1
107;169;218;137;land;false;mountain;1
108;182;201;129;land;true;plains;1
109;223;54;246;land;true;marsh;1
110;230;175;105;land;false;marsh;1
111;174;161;236;land;true;plains;1
112;206;185;177;land;false;marsh;1
113;244;223;127;land;false;plains;1
114;248;194;190;land;true;desert;1
115;166;157;224;land;false;plains;1
116;208;103;200;land;true;marsh;1
117;154;219;140;land;false;plains;1
118;240;165;109;land;false;desert;1
119;250;206;125;land;false;plains;1
120;251;179;181;land;false;hills;1
121;112;214;233;land;false;marsh;1
122;164;202;199;land;false;desert;1
123;241;203;182;land;false;plains;1
124;233;181;135;land;false;jungle;1
125;240;72;231;land;true;desert;1
126;197;112;196;land;false;plains;1
127;233;190;192;land;false;plains;1
128;107;246;184;land;false;plains;1
129;151;107;243;land;false;mountain;1
130;208;129;247;land;false;plains;1
131;231;192;216;land;true;plains;1
132;231;234;67;land;false;marsh;1
133;123;222;169;land;false;marsh;1
134;248;135;134;land;false;plains;1
135;91;189;221;land;true;marsh;1
136;247;153;121;land;true;mountain;1
137;235;101;182;land;false;plains;1
138;229;233;180;land;false;plains;1
139;155;202;182;land;true;marsh;1
140;206;156;193;land;true;mountain;1
141;152;207;230;land;true;jungle;1
142;245;34;234;land;false;plains;1
143;184;186;213;land;false;jungle;1
144;175;243;164;land;false;plains;1
145;199;234;79;land;false;desert;1
146;164;191;176;land;true;plains;1
147;197;149;239;land;false;plains;1
148;207;62;249;land;false;plains;1
149;222;208;137;land;false;plains;1
150;245;75;201;land;false;jungle;1
151;147;194;213;land;false;desert;1
152;148;168;237;land;false;jungle;1
153;213;232;214;land;false;desert;1
154;145;150;232;land;false;plains;1
155;49;246;214;land;false;marsh;1
156;182;168;239;land;false;marsh;1
157;243;242;91;land;false;marsh;1
158;71;254;243;land;false;marsh;1
159;72;187;251;land;false;marsh;1
160;115;225;226;land;false;plains;1
161;227;180;101;land;false;plains;1
162;131;246;194;land;false;plains;1
163;250;244;245;land;false;plains;1
164;167;230;214;land;true;mountain;1
165;211;240;175;land;false;plains;1
166;249;181;133;land;true;hills;1
167;156;208;194;land;true;plains;1
168;254;252;249;land;true;plains;1
169;55;240;236;land;true;plains;1
170;174;196;219;land;true;plains;1
171;170;157;234;land;false;plains;1
172;234;146;228;land;true;plains;1
173;251;254;240;land;false;plains;1
174;253;215;246;land;false;marsh;1
175;150;238;232;land;false;plains;1
176;190;220;135;land;true;plains;1
177;144;248;254;land;false;marsh;1
178;191;129;233;land;false;marsh;1
179;253;246;197;land;false;mountain;1
180;222;110;182;land;false;plains;1
181;251;236;118;land;false;plains;1
182;246;138;190;land;true;desert;1
183;230;222;173;land;true;jungle;1
184;246;200;246;land;false;marsh;1
185;222;201;99;land;false;plains;1
186;219;160;183;land;false;jungle;1
187;141;171;253;land;false;desert;1
188;247;150;234;land;false;marsh;1
189;244;174;217;land;false;desert;1
190;185;121;229;land;false;plains;1
191;187;209;254;land;false;plains;1
192;200;162;140;land;true;jungle;1
193;144;169;202;land;false;plains;1
194;204;202;120;land;false;plains;1
195;103;252;253;land;false;marsh;1
196;138;201;236;land;false;plains;1
197;221;224;118;land;false;plains;1
198;115;191;231;land;false;mountain;1
199;226;113;167;land;false;jungle;1
200;219;80;250;land;false;mountain;1
201;136;209;251;land;false;marsh;1
202;216;101;191;land;false;plains;1
203;173;177;253;land;true;marsh;1
204;200;138;226;land;false;marsh;1
205;50;250;223;land;false;plains;1
206;88;248;230;land;false;jungle;1
207;71;244;211;land;false;plains;1
208;223;135;228;land;false;plains;1
209;227;160;121;land;false;marsh;1
210;219;201;160;land;false;plains;1
211;147;185;205;land;true;marsh;1
212;219;114;242;land;false;jungle;1
213;165;252;170;land;true;plains;1
214;205;196;142;land;false;plains;1
215;240;214;102;land;false;plains;1
216;205;147;249;land;true;desert;1
217;127;145;229;land;false;plains;1
218;151;248;150;land;false;marsh;1
219;232;154;246;land;false;plains;1
220;108;210;224;land;true;plains;1
